MZ	Intensity
68.29283	13813
68.55365	13503
68.81463	13283
69.07578	12927
69.33709	12776
69.59857	12561
69.86022	12409
70.12202	12272
70.38400	12120
70.64614	12099
70.90844	12111
71.17092	12100
71.43355	12043
71.69635	12065
71.95932	12199
72.22245	12351
72.48575	12558
72.74921	12869
73.01284	13451
73.27663	14038
73.54059	14444
73.80472	14697
74.06901	14909
74.33346	15125
74.59808	15412
74.86287	15787
75.12782	15950
75.39293	15990
75.65821	15974
75.92366	15869
76.18927	15786
76.45505	15859
76.72099	16239
76.98710	16545
77.25337	16575
77.51981	16575
77.78642	16575
78.05319	16559
78.32012	16575
78.58722	16575
78.85449	16575
79.12192	16575
79.38951	16575
79.65727	16575
79.92520	16575
80.19329	16557
80.46155	16448
80.72997	16309
80.99856	16117
81.26731	15804
81.53623	15576
81.80532	15207
82.07457	14559
82.34398	14501
82.61356	14323
82.88330	14103
83.15322	13847
83.42329	13521
83.69353	13101
83.96394	12709
84.23451	12354
84.50525	11828
84.77615	11195
85.04722	10788
85.31845	10518
85.58985	10497
85.86141	10523
86.13314	10689
86.40504	10849
86.67710	10600
86.94932	10301
87.22171	10201
87.49427	10062
87.76699	9869
88.03988	9901
88.31293	9896
88.58614	9917
88.85953	10014
89.13307	10087
89.40679	10198
89.68067	10563
89.95471	11219
90.22892	12196
90.50329	12855
90.77783	13116
91.05254	13073
91.32741	13067
91.60244	13309
91.87764	14162
92.15301	15367
92.42854	15857
92.70424	15953
92.98010	15824
93.25613	15654
93.53232	15414
93.80868	15171
94.08520	14914
94.36189	14575
94.63875	14194
94.91577	13792
95.19295	13289
95.47030	12821
95.74782	12362
96.02550	12112
96.30334	12132
96.58135	12301
96.85953	12308
97.13787	12168
97.41638	11770
97.69505	11378
97.97389	10950
98.25290	10671
98.53206	10381
98.81140	10067
99.09090	9763
99.37056	9505
99.65039	9236
99.93039	9055
100.21055	8892
100.49087	8898
100.77137	8978
101.05202	9137
101.33285	9240
101.61383	9279
101.89499	9224
102.17630	9306
102.45779	9465
102.73944	9623
103.02125	9694
103.30323	9611
103.58537	9576
103.86768	9615
104.15016	9758
104.43280	9980
104.71561	10792
104.99858	12515
105.28171	13892
105.56501	14264
105.84848	14108
106.13211	14207
106.41591	15184
106.69988	16306
106.98400	16554
107.26830	16575
107.55276	16575
107.83738	16575
108.12217	16575
108.40713	16575
108.69225	16575
108.97753	16575
109.26298	16575
109.54860	16575
109.83438	16575
110.12033	16575
110.40644	16575
110.69272	16575
110.97916	16575
111.26577	16575
111.55255	16575
111.83949	16520
112.12659	16397
112.41386	16332
112.70129	16340
112.98889	16446
113.27666	16447
113.56459	16014
113.85269	15056
114.14095	13691
114.42938	12827
114.71797	12474
115.00673	11800
115.29565	11050
115.58474	10447
115.87399	9722
116.16341	8819
116.45300	8242
116.74275	8018
117.03266	7919
117.32274	7830
117.61299	7767
117.90340	7720
118.19397	7712
118.48472	7722
118.77562	7774
119.06669	7817
119.35793	7776
119.64933	7727
119.94090	7744
120.23264	7909
120.52454	8150
120.81660	8512
121.10883	8690
121.40122	8735
121.69378	8662
121.98651	8700
122.27940	9077
122.57246	9892
122.86568	10909
